Tavba Ë.;Sur. Fe - Akosù;02 - Skut. mnoû. (Nm3);02 - Trv. f˙k. (s);Sur. Fe - Teplota (∞C);Sur. Fe - Hmotnosù (kg);C - Konc. v Fe (%);Si - Konc. v sur. Fe (%);Mn - Konc. v sur. Fe (%);P - Konc. v sur. Fe (%);S - Konc. v sur. Fe (%);Ti - Konc. v sur. Fe (%);ärot v·ha (kg);V˝öka k˙peæa (m);CaO - V·ha (kg);Dol. v·p. - V·ha (kg);MgCO3 - V·ha (kg);Bazicita tav.;Pomer CaO / SiO2;Fe - Mn. v troske (% hm.);MgO - Mn. v troske (% hm.);Cr - Mn. v oceli (%);Fe - V·ha v sur. Fe (kg);02 - Dofuk mn. (Nm3)
742;684;8107.396;972;1360.886;146600;4.547;0.493;0.274;0.05;0.004;0.015;42300;9.74;5524;2791;0;4.6;4.069;19.37;8.98;0.019;148600;0
743;684;8166.263;962;1277.137;152700;4.036;0.397;0.246;0.053;0.003;0.012;36600;9.75;5519;2571;0;4.3;4.016;18.97;8.48;0.018;154200;0
744;592;8401.974;1013;1336.742;150200;4.317;0.469;0.251;0.048;0.013;0.014;40600;9.68;4522;2765;0;4.1;3.728;19.82;8.42;0.019;150700;0
745;591;8104.945;1019;1297.309;153700;4.033;0.463;0.256;0.055;0.014;0.014;36600;9.68;4526;2762;0;3.6;3.318;17.7;7.49;0.021;154200;709.371
746;683;8248.926;976;1301.433;151400;4.058;0.552;0.275;0.056;0.004;0.018;38100;9.7;5516;2751;0;3.8;3.459;18.23;8.88;0.015;152000;0
747;683;8263.333;970;1288.432;151401;4.125;0.578;0.267;0.054;0.002;0.016;37800;9.69;5522;2738;0;3.5;3.177;17.8;8.45;0.016;152400;0
748;683;8064.669;950;1231.143;150400;4;0.542;0.256;0.053;0.002;0.015;38300;9.69;5521;2699;0;3.7;3.414;17.48;8.26;0.015;152200;0
749;591;8531.795;1018;1336.965;149900;4.329;0.628;0.242;0.044;0.013;0.018;40100;9.68;4706;2949;0;0;0;0;0;0.025;152200;0
750;591;7955.105;937;1252.982;159200;4.035;0.281;0.198;0.047;0.014;0.006;30200;9.68;4521;2534;0;3.7;3.355;17.51;8.56;0.017;162300;409.782
751;591;8307.048;1020;1340.859;146000;4.463;0.422;0.22;0.045;0.014;0.011;41700;9.66;4524;2698;0;3.8;3.56;19.62;7.82;0.017;148000;0
752;591;8568.865;1020;1321.627;150100;4.339;0.93;0.269;0.058;0.013;0.026;42200;9.69;7375;4143;0;3.8;3.414;19.14;8.6;0.018;150300;0
753;645;8374.996;1007;1318.716;150000;4.149;0.539;0.236;0.051;0.003;0.014;38200;9.68;5003;2710;0;3.8;3.423;19.25;7.85;0.019;152300;362.648
754;645;8508.438;1002;1309.037;150100;4.452;0.408;0.213;0.048;0.004;0.011;38100;9.68;4527;2577;0;3.7;3.308;18.37;8.28;0.019;152100;557.021
755;645;8303.746;978;1300.204;152000;4.24;0.48;0.216;0.049;0.019;0.011;37800;9.69;4523;2678;0;3.7;3.451;18.94;7.37;0.018;153500;0
756;645;8563.217;1008;1324.249;149501;4.51;0.522;0.243;0.046;0.003;0.014;40200;9.69;4525;2729;0;3.7;3.404;19.05;7.93;0.017;150500;0
757;959;8761.381;1036;1315.928;148400;4.487;0.662;0.253;0.051;0.007;0.018;43100;9.69;5201;3291;0;3.6;3.272;18.73;7.81;0.015;148600;0
758;959;8497.841;1012;1341.565;149400;4.467;0.562;0.292;0.052;0.009;0.018;39700;9.68;4521;4432;0;3.8;3.471;18.94;7.83;0.018;149600;0
759;959;8254.895;1040;1303.734;149500;4.437;0.859;0.275;0.051;0.008;0.023;43000;9.7;7048;3860;0;3.7;3.317;18.74;8.52;0.014;150000;0
760;959;8309.367;1000;1331.772;147900;4.27;0.543;0.243;0.054;0.009;0.014;42100;9.69;5268;2811;0;3.2;2.794;17.62;9;0.02;148000;0
761;959;8330.063;989;1308.493;136200;4.554;0.821;0.332;0.058;0.008;0.027;47700;9.61;5572;3500;0;3.6;3.219;17.96;8.64;0.02;142000;0
762;959;8198.827;972;1334.933;149001;4.475;0.542;0.261;0.056;0.009;0.015;40300;9.65;4522;2945;0;3.6;3.217;17.52;8.51;0.025;150000;0
763;959;8360.391;982;1325.418;149001;4.518;0.58;0.223;0.049;0.008;0.015;42700;9.67;4524;2889;0;3.6;3.177;17.99;9.04;0.028;150000;0
764;959;8311.007;985;1324.43;142500;4.526;0.868;0.257;0.051;0.008;0.023;45800;9.64;6158;3772;0;3.3;2.985;18.21;7.94;0.022;144600;0
765;959;8151.302;1025;1372.869;141900;4.479;1.07;0.351;0.056;0.009;0.037;48400;9.65;7596;4499;0;3.8;3.536;19.77;7.15;0.024;142000;0
766;647;8233.182;962;1283.192;158700;4.261;0.442;0.224;0.052;0.004;0.011;30100;9.67;4530;2639;0;3.8;3.426;18.41;8.41;0.023;160000;607.481
767;647;8017.962;945;1301.928;155900;4.267;0.372;0.176;0.044;0.002;0.009;35400;9.67;4523;2538;0;3.7;3.471;19.7;7.24;0.013;156500;0
768;647;8328.095;1042;1311.845;148201;4.491;0.629;0.241;0.047;0.003;0.016;41100;9.66;4817;2921;554;3.9;3.495;19.49;9;0.017;149200;0
769;647;8279.284;1001;1279.599;159301;4.293;0.448;0.195;0.046;0.003;0.011;29200;9.66;4527;2616;0;4;3.597;19.43;9.15;0.016;160300;0
770;647;8240.366;974;1278.6;158800;4.189;0.401;0.226;0.048;0.002;0.01;29600;9.66;4524;2575;553;0;0;0;0;0.017;160000;0
771;647;8002.849;947;1317.861;157300;4.255;0.507;0.211;0.047;0.003;0.012;29300;9.65;4522;2683;0;3.9;3.513;19.83;8.72;0.016;160000;0
772;647;8105.187;957;1311.413;158800;4.146;0.387;0.21;0.048;0.003;0.009;29100;9.66;4519;2536;547;3.7;3.253;17.64;9.6;0.017;160300;0
773;562;7996.328;965;1315.558;147501;4.049;0.526;0.235;0.05;0.007;0.012;41900;9.65;4526;2781;556;3.9;3.535;18.94;9.07;0.019;148500;570.8
774;562;8089.666;972;1268.378;155400;4.109;0.326;0.194;0.049;0.008;0.007;34500;9.65;4522;2556;0;4;3.525;19.42;9.76;0.016;156100;558.739
775;562;8115.071;958;1318.583;159900;4.21;0.308;0.2;0.051;0.009;0.007;30400;9.66;4519;2536;0;3.7;3.235;17.97;9.5;0.018;162500;0
776;622;8259.937;1004;1321.444;148400;4.162;0.738;0.266;0.053;0.002;0.017;42000;9.66;5570;3289;0;3.8;3.377;18.61;9.1;0.019;149400;0
777;689;8372.765;1009;1314.611;150400;4.194;0.641;0.232;0.054;0.009;0.015;40100;9.66;0;2971;0;4;3.556;18.47;9.29;0.021;152700;0
778;689;7776.48;916;1269.676;155200;4.004;0.433;0.165;0.045;0.007;0.008;36300;9.67;4518;2626;0;3.9;3.558;18.5;9.11;0.017;156200;868.011
779;689;8600.575;1011;1285.54;150100;4.333;0.577;0.265;0.058;0.007;0.014;34100;9.62;4519;2765;0;3.9;3.509;18.52;8.9;0.016;152700;0
780;689;8589.801;1031;1327.268;153701;4.378;0.539;0.263;0.05;0.008;0.013;38300;9.68;4521;2725;0;3.8;3.384;18.94;9.13;0.022;154700;0
781;689;8310.598;989;1337.719;151001;4.105;0.565;0.286;0.054;0.007;0.015;40000;9.66;4523;2781;0;3.8;3.393;18.82;9.4;0.019;152000;0
782;689;3278.572;431;1416.947;35000;0.909486;0.616405;0.586432;0.020703;0.007811;0.005351;0;9.66;4772;3025;398;3.6;3.33;18.42;8.1;0.015;150800;0
783;665;8487.87;1021;1260.405;146201;4.3;0.9;0.4;0.02;0.05;0.02;45400;9.59;6244;4097;0;3.6;3.231;17.61;9.22;0.022;147200;513.524
784;665;8307.253;998;1301.054;143800;4.3;0.8;0.35;0.06;0.007;0.02;44600;9.57;5387;3753;0;3.4;2.919;19.1;8.93;0.026;147300;0
785;665;8005.009;948;1310.122;146500;4.433;0.5;0.218;0.053;0.005;0.011;41900;9.57;4518;3040;0;3.3;2.918;18.1;8.61;0.026;150500;430.137
786;673;8134.196;969;1331.291;147300;4.288;0.626;0.279;0.057;0.006;0.013;42100;9.54;4695;3193;0;3.4;2.975;15.8;9.32;0.019;149700;0
787;694;8403.231;993;1311.618;146900;4.266;0.513;0.254;0.05;0.009;0.011;41900;9.47;4526;3321;0;3.8;3.37;18.63;9.5;0.023;149900;0
788;694;8512.353;1041;1340.621;148801;4.552;1.067;0.381;0.055;0.05;0.029;43100;9.5;1598;5446;0;3.2;2.77;17.14;9.57;0.022;149800;0
789;694;8360.301;985;1266.385;163101;4.32;0.268;0.244;0.049;0.008;0.006;26300;9.49;4525;3025;0;4.1;3.743;16.6;9.53;0.017;164100;0
790;694;8206.336;985;1324.755;149800;4.576;0.548;0.31;0.054;0.009;0.015;39600;9.48;4518;3419;0;3.2;2.794;17.09;9.17;0.022;149800;0
791;797;8007.086;944;1337.477;150200;4.593;0.47;0.315;0.054;0.013;0.013;40200;9.49;4527;3598;0;3.8;3.36;13.8;9.9;0.029;150400;0
792;195;8207.977;961;1333.283;151200;4.347;0.354;0.292;0.052;0.003;0.009;38000;9.49;4512;3223;0;3.5;3.151;16.78;9.45;0.018;152300;661.855
793;697;8424.726;986;1348.748;151600;4.45;0.35;0.44;0.059;0.003;0.03;38400;9.49;4524;3573;0;4.1;3.672;17.56;9.7;0.025;152400;0
794;195;8471.774;999;1354.304;149201;4.611;0.441;0.305;0.054;0.004;0.013;40200;9.49;4525;3375;0;3.5;3.152;17.21;9.2;0.023;150200;0
795;195;8406.412;986;1331.858;152801;4.484;0.318;0.272;0.055;0.003;0.009;36100;9.49;4522;3275;0;4.4;3.983;19.34;9.74;0.02;153800;0
796;195;8409.364;1000;1370.065;149201;4.59;0.599;0.492;0.066;0.003;0.023;40000;9.49;4527;3784;0;3.9;3.472;20.29;9.57;0.02;150200;0
797;684;8254.182;968;1333.595;151601;4.384;0.359;0.35;0.056;0.003;0.011;36500;9.49;5516;3122;0;4;3.543;14.64;10.88;0.025;152600;0
798;684;8293.343;988;1337.529;149001;4.626;0.492;0.42;0.061;0.003;0.018;40000;9.49;5527;3455;0;3.4;3.061;12.55;9.92;0.024;150000;0
799;684;8004.869;943;1274.742;148400;4.117;0.274;0.348;0.055;0.002;0.007;38000;9.47;5507;3095;0;5.9;5.62;22.35;8.97;0.014;152100;0
800;684;8251.846;979;1370.64;149000;4.64;0.461;0.501;0.064;0.003;0.018;42200;9.5;5516;3483;0;3.8;3.561;16.62;8.67;0.024;150300;0
801;684;7980.639;939;1285.816;149400;4.038;0.354;0.378;0.06;0.002;0.009;38100;9.48;5519;3161;0;4.7;4.457;19.45;8.56;0.02;151700;0
802;684;8339.573;997;1367.606;144100;4.571;0.619;0.524;0.063;0.002;0.025;45300;9.49;5527;3745;1996;4.2;3.794;17.85;9.55;0.023;145300;0
803;684;8352.492;984;1338.402;155800;4.495;0.238;0.291;0.044;0.003;0.007;35000;9.51;5517;3161;503;4.1;3.648;16.01;10.1;0.027;158200;0
804;684;8204.847;979;1330.189;149200;4.277;0.595;0.491;0.064;0.002;0.017;42200;9.5;5526;3718;516;3.9;3.473;17.26;9.84;0.031;150300;0
805;684;7972.946;940;1367.38;143200;4.222;0.42;0.456;0.0655;0.003;0.022;45700;9.49;5517;3316;503;3.9;3.51;17.31;9.66;0.028;144500;0
806;684;8325.429;1084;1332.04;153300;4.609;0.231;0.397;0.061;0.003;0.009;37700;9.51;5518;3276;562;3.3;2.923;13.73;9.18;0.021;165000;0
807;684;8222.775;986;1342.826;148200;4.312;0.562;0.512;0.057;0.015;0.022;41900;9.5;5525;3624;918;3.3;2.954;13.75;9.25;0.031;150500;0
808;684;8135.778;958;1321.838;162200;4.374;0.148;0.352;0.05;0.003;0.005;27800;9.51;5534;3191;0;3.9;3.546;15.26;9.84;0.016;164400;0
809;684;8325.662;974;1317.565;152200;4.582;0.325;0.354;0.052;0.002;0.011;38900;9.51;5520;3275;716;6.3;6.076;21.59;8.84;0.022;154800;460.071
810;684;8412.016;1001;1315.934;146400;4.617;0.782;0.495;0.06;0.004;0.026;45900;9.51;5848;4044;0;4.4;4.087;18.64;9.07;0.031;146400;0
811;685;8225.055;1008;1321.166;152900;4.258;0.37;0.392;0.056;0.003;0.011;37800;9.51;5520;3314;405;3.5;3.203;16.09;8.06;0.029;154700;0
812;685;8609.817;1031;1357.676;148800;4.602;0.727;0.453;0.058;0.002;0.023;42700;9.5;5609;3875;0;3.6;3.142;16.61;10.18;0.03;150400;366.592
813;685;8615.914;1026;1323.45;149501;4.594;0.553;0.44;0.048;0.003;0.018;39900;9.49;5526;3557;0;3.4;3.062;16.69;7.95;0.032;150500;0
814;685;8455.989;989;1318.757;148800;4.65;0.721;0.465;0.056;0.003;0.023;42100;9.5;5607;3856;0;3.7;3.224;17.06;9.82;0.034;148800;0
815;685;8332.886;975;1324.021;153501;4.106;0.37;0.325;0.049;0.003;0.008;36400;9.5;5524;3200;0;3.6;3.234;17.4;9.14;0.031;154500;0
816;685;5776.542;694;1342.062;97000;2.643457;0.250716;0.663623;0.036747;0.004401;0.006389;20400;9.46;5542;3202;0;5.3;4.89;21.51;7.9;0.017;167100;0
817;683;7897.607;924;1311.66;156101;4.132;0.498;0.45;0.048;0.003;0.013;38300;9.53;5515;3428;0;3.7;3.287;17.66;9.36;0.019;157100;0
818;683;8356.735;977;1327.652;155901;4.398;0.525;0.376;0.052;0.004;0.015;38100;9.53;5529;3481;0;3.5;2.95;13.21;11.13;0.026;156900;0
819;683;8244.194;989;1369.928;148300;4.602;0.636;0.419;0.054;0.003;0.021;42000;9.55;5527;3709;1915;3.6;3.12;14.82;9.97;0.034;148400;0
820;683;8187.385;1020;1334.462;150600;4.532;0.581;0.43;0.054;0.002;0.019;39600;9.55;5518;3648;502;4;3.538;16.89;9.14;0.028;150300;0
821;683;8123.452;963;1368.24;151500;4.618;0.45;0.351;0.052;0.003;0.014;40200;9.56;5526;3449;1587;3.8;3.372;15.33;9.91;0.026;152000;0
822;591;8375.905;1004;1302.608;145000;4.308;0.94;0.474;0.059;0.013;0.029;44500;9.52;6728;4942;0;3.6;3.244;16;8.9;0.032;146300;0
